station,valid,metar
ALO,2019-08-01 12:05,KALO 011205Z AUTO 00000KT 10SM CLR 17/14 A3019 RMK T01700140 MADISHF
ALO,2019-08-01 12:10,KALO 011210Z AUTO 00000KT 10SM CLR 17/14 A3019 RMK T01700140 MADISHF
ALO,2019-08-01 12:15,KALO 011215Z AUTO 00000KT 10SM CLR 18/14 A3020 RMK T01800140 MADISHF
ALO,2019-08-01 12:20,KALO 011220Z AUTO 00000KT 10SM CLR 18/15 A3020 RMK T01800150 MADISHF
ALO,2019-08-01 12:25,KALO 011225Z AUTO 10002KT 10SM CLR 18/15 A3020 RMK T01800150 MADISHF
ALO,2019-08-01 12:30,KALO 011230Z AUTO 00000KT 10SM CLR 18/15 A3020 RMK T01800150 MADISHF
ALO,2019-08-01 12:35,KALO 011235Z AUTO 00000KT 10SM CLR 18/15 A3020 RMK T01800150 MADISHF
ALO,2019-08-01 12:40,KALO 011240Z AUTO 00000KT 10SM CLR 19/16 A3020 RMK T01900160 MADISHF
ALO,2019-08-01 12:45,KALO 011245Z AUTO 16002KT 10SM CLR 19/16 A3020 RMK T01900160 MADISHF
ALO,2019-08-01 12:50,KALO 011250Z AUTO 16004KT 10SM CLR 19/15 A3020 RMK T01900150 MADISHF
ALO,2019-08-01 12:54,KALO 011254Z 16003KT 10SM CLR 20/16 A3020 RMK AO2 SLP223 T02000156
ALO,2019-08-01 12:55,KALO 011255Z AUTO 16004KT 10SM CLR 20/16 A3020 RMK T02000160 MADISHF
ALO,2019-08-01 13:00,KALO 011300Z AUTO 16004KT 10SM CLR 20/16 A3020 RMK T02000160 MADISHF
ALO,2019-08-01 13:05,KALO 011305Z AUTO 16005KT 10SM CLR 21/15 A3020 RMK T02100150 MADISHF
ALO,2019-08-01 13:10,KALO 011310Z AUTO 17005KT 10SM CLR 21/16 A3020 RMK T02100160 MADISHF
ALO,2019-08-01 13:15,KALO 011315Z AUTO 15005KT 10SM CLR 21/15 A3020 RMK T02100150 MADISHF
ALO,2019-08-01 13:20,KALO 011320Z AUTO 16007KT 10SM CLR 21/15 A3020 RMK T02100150 MADISHF
ALO,2019-08-01 13:25,KALO 011325Z AUTO 17005KT 10SM CLR 21/14 A3020 RMK T02100140 MADISHF
ALO,2019-08-01 13:30,KALO 011330Z AUTO 16004KT 10SM CLR 22/15 A3020 RMK T02200150 MADISHF
ALO,2019-08-01 13:35,KALO 011335Z AUTO 16005KT 10SM CLR 22/15 A3020 RMK T02200150 MADISHF
ALO,2019-08-01 13:40,KALO 011340Z AUTO 16005KT 10SM CLR 22/15 A3020 RMK T02200150 MADISHF
ALO,2019-08-01 13:45,KALO 011345Z AUTO 16007KT 10SM CLR 22/15 A3020 RMK T02200150 MADISHF
ALO,2019-08-01 13:50,KALO 011350Z AUTO 16005KT 10SM CLR 23/14 A3020 RMK T02300140 MADISHF
ALO,2019-08-01 13:54,KALO 011354Z 18007KT 10SM CLR 23/14 A3020 RMK AO2 SLP222 T02280144
ALO,2019-08-01 13:55,KALO 011355Z AUTO 19005KT 10SM CLR 23/14 A3020 RMK T02300140 MADISHF
ALO,2019-08-01 14:00,KALO 011400Z AUTO 18005KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:05,KALO 011405Z AUTO 20005KT 10SM CLR 23/14 A3020 RMK T02300140 MADISHF
ALO,2019-08-01 14:10,KALO 011410Z AUTO 17004KT 10SM CLR 23/15 A3020 RMK T02300150 VRB04KT  MADISHF
ALO,2019-08-01 14:15,KALO 011415Z AUTO 13007KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:20,KALO 011420Z AUTO 13007KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:25,KALO 011425Z AUTO 15005KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:30,KALO 011430Z AUTO 14005KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:35,KALO 011435Z AUTO 15005KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:40,KALO 011440Z AUTO 12005KT 10SM CLR 24/15 A3020 RMK T02400150 VRB06KT  MADISHF
ALO,2019-08-01 14:45,KALO 011445Z AUTO 13004KT 10SM CLR 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:50,KALO 011450Z AUTO 13005KT 10SM FEW120 23/15 A3020 RMK T02300150 MADISHF
ALO,2019-08-01 14:54,KALO 011454Z 14006KT 10SM SCT120 24/15 A3021 RMK AO2 SLP225 T02390150 51006
ALO,2019-08-01 14:55,KALO 011455Z AUTO 14005KT 10SM SCT120 24/15 A3020 RMK T02400150 MADISHF
ALO,2019-08-01 15:00,KALO 011500Z AUTO 14005KT 10SM BKN120 24/15 A3020 RMK T02400150 MADISHF
ALO,2019-08-01 15:05,KALO 011505Z AUTO 15002KT 10SM BKN120 24/15 A3020 RMK T02400150 VRB03KT  MADISHF
ALO,2019-08-01 15:10,KALO 011510Z AUTO 17004KT 10SM BKN120 24/16 A3020 RMK T02400160 VRB04KT  MADISHF
ALO,2019-08-01 15:15,KALO 011515Z AUTO 18004KT 10SM BKN120 25/16 A3020 RMK T02500160 VRB04KT  MADISHF
ALO,2019-08-01 15:20,KALO 011520Z AUTO 19005KT 10SM BKN120 25/15 A3020 RMK T02500150 MADISHF
ALO,2019-08-01 15:25,KALO 011525Z AUTO 19005KT 10SM BKN120 25/15 A3020 RMK T02500150 MADISHF
ALO,2019-08-01 15:30,KALO 011530Z AUTO 18004KT 10SM BKN120 24/15 A3020 RMK T02400150 VRB04KT  MADISHF
ALO,2019-08-01 15:35,KALO 011535Z AUTO 25004KT 10SM SCT120 25/16 A3020 RMK T02500160 VRB04KT  MADISHF
ALO,2019-08-01 15:40,KALO 011540Z AUTO 23005KT 10SM FEW120 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 15:45,KALO 011545Z AUTO 18002KT 10SM FEW120 25/16 A3020 RMK T02500160 MADISHF
ALO,2019-08-01 15:50,KALO 011550Z AUTO /////KT 10SM FEW120 25/15 A3020 RMK T02500150 MADISHF
ALO,2019-08-01 15:54,KALO 011554Z 19005KT 10SM FEW120 25/16 A3021 RMK AO2 SLP225 T02500156
ALO,2019-08-01 15:55,KALO 011555Z AUTO 18005KT 10SM FEW120 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 16:00,KALO 011600Z AUTO 21004KT 10SM CLR 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 16:05,KALO 011605Z AUTO 18004KT 10SM CLR 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 16:10,KALO 011610Z AUTO 15004KT 10SM CLR 26/16 A3020 RMK T02600160 VRB04KT  MADISHF
ALO,2019-08-01 16:15,KALO 011615Z AUTO 18002KT 10SM CLR 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 16:20,KALO 011620Z AUTO 00000KT 10SM CLR 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 16:25,KALO 011625Z AUTO 13004KT 10SM CLR 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 16:30,KALO 011630Z AUTO 05004KT 10SM CLR 26/16 A3020 RMK T02600160 VRB04KT  MADISHF
ALO,2019-08-01 16:35,KALO 011635Z AUTO 00000KT 10SM CLR 27/15 A3020 RMK T02700150 MADISHF
ALO,2019-08-01 16:40,KALO 011640Z AUTO 08005KT 10SM CLR 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 16:45,KALO 011645Z AUTO 00000KT 10SM CLR 26/15 A3020 RMK T02600150 MADISHF
ALO,2019-08-01 16:50,KALO 011650Z AUTO 15004KT 10SM FEW039 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 16:54,KALO 011654Z VRB03KT 10SM FEW039 26/16 A3020 RMK AO2 SLP224 T02610156
ALO,2019-08-01 16:55,KALO 011655Z AUTO 00000KT 10SM FEW039 26/16 A3020 RMK T02600160 MADISHF
ALO,2019-08-01 17:00,KALO 011700Z AUTO 31002KT 10SM CLR 27/16 A3020 RMK T02700160 VRB03KT  MADISHF
ALO,2019-08-01 17:05,KALO 011705Z AUTO 00000KT 10SM FEW039 27/15 A3020 RMK T02700150 MADISHF
ALO,2019-08-01 17:10,KALO 011710Z AUTO 00000KT 10SM SCT039 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 17:15,KALO 011715Z AUTO /////KT 10SM SCT039 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 17:20,KALO 011720Z AUTO 11004KT 10SM FEW039 26/15 A3020 RMK T02600150 VRB04KT  MADISHF
ALO,2019-08-01 17:25,KALO 011725Z AUTO 04002KT 10SM SCT039 26/16 A3020 RMK T02600160 VRB03KT  MADISHF
ALO,2019-08-01 17:30,KALO 011730Z AUTO /////KT 10SM BKN041 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 17:35,KALO 011735Z AUTO 10004KT 10SM BKN041 27/16 A3020 RMK T02700160 VRB04KT  MADISHF
ALO,2019-08-01 17:40,KALO 011740Z AUTO 12005KT 10SM SCT041 27/16 A3020 RMK T02700160 VRB06KT  MADISHF
ALO,2019-08-01 17:45,KALO 011745Z AUTO 10004KT 10SM FEW041 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 17:50,KALO 011750Z AUTO 00000KT 10SM SCT041 27/15 A3020 RMK T02700150 MADISHF
ALO,2019-08-01 17:54,KALO 011754Z 10SM FEW041 27/16 A3020 RMK AO2 SLP222 T02720156 10272 20167 58003
ALO,2019-08-01 17:55,KALO 011755Z AUTO /////KT 10SM FEW041 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 18:00,KALO 011800Z AUTO /////KT 10SM FEW043 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 18:05,KALO 011805Z AUTO 06007KT 10SM CLR 27/15 A3020 RMK T02700150 MADISHF
ALO,2019-08-01 18:10,KALO 011810Z AUTO 03005KT 10SM FEW043 27/16 A3020 RMK T02700160 MADISHF
ALO,2019-08-01 18:15,KALO 011815Z AUTO 09005KT 10SM FEW043 28/17 A3020 RMK T02800170 MADISHF
ALO,2019-08-01 18:20,KALO 011820Z AUTO 00000KT 10SM FEW043 28/16 A3019 RMK T02800160 MADISHF
ALO,2019-08-01 18:25,KALO 011825Z AUTO /////KT 10SM FEW043 28/16 A3019 RMK T02800160 MADISHF
ALO,2019-08-01 18:30,KALO 011830Z AUTO 03002KT 10SM FEW043 28/16 A3019 RMK T02800160 MADISHF
ALO,2019-08-01 18:35,KALO 011835Z AUTO 07004KT 10SM FEW044 27/16 A3019 RMK T02700160 MADISHF
ALO,2019-08-01 18:40,KALO 011840Z AUTO 00000KT 10SM FEW044 27/16 A3019 RMK T02700160 MADISHF
ALO,2019-08-01 18:45,KALO 011845Z AUTO 14002KT 10SM FEW044 28/16 A3019 RMK T02800160 VRB03KT  MADISHF
ALO,2019-08-01 18:50,KALO 011850Z AUTO 07008KT 10SM FEW044 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 18:54,KALO 011854Z 09007KT 10SM CLR 28/16 A3018 RMK AO2 SLP216 T02780161
ALO,2019-08-01 18:55,KALO 011855Z AUTO 09008KT 10SM CLR 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 19:00,KALO 011900Z AUTO 08005KT 10SM CLR 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 19:05,KALO 011905Z AUTO 11005KT 10SM CLR 27/16 A3018 RMK T02700160 VRB05KT  MADISHF
ALO,2019-08-01 19:10,KALO 011910Z AUTO 12004KT 10SM CLR 27/16 A3018 RMK T02700160 VRB04KT  MADISHF
ALO,2019-08-01 19:15,KALO 011915Z AUTO 06004KT 10SM CLR 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 19:20,KALO 011920Z AUTO 10002KT 10SM CLR 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 19:25,KALO 011925Z AUTO 08007KT 10SM CLR 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 19:30,KALO 011930Z AUTO 11007KT 10SM CLR 28/16 A3018 RMK T02800160 MADISHF
ALO,2019-08-01 19:35,KALO 011935Z AUTO 09008KT 10SM CLR 28/16 A3017 RMK T02800160 MADISHF
ALO,2019-08-01 19:40,KALO 011940Z AUTO 00000KT 10SM CLR 27/15 A3017 RMK T02700150 MADISHF
ALO,2019-08-01 19:45,KALO 011945Z AUTO 07007KT 10SM CLR 28/16 A3017 RMK T02800160 MADISHF
ALO,2019-08-01 19:50,KALO 011950Z AUTO 07005KT 10SM CLR 28/16 A3017 RMK T02800160 MADISHF
ALO,2019-08-01 19:54,KALO 011954Z AUTO VRB03KT 10SM CLR 28/16 A3017 RMK AO2 SLP212 T02830161
ALO,2019-08-01 19:55,KALO 011955Z AUTO 00000KT 10SM CLR 28/16 A3017 RMK T02800160 MADISHF
ALO,2019-08-01 20:00,KALO 012000Z AUTO 20002KT 10SM CLR 29/16 A3017 RMK T02900160 VRB03KT  MADISHF
ALO,2019-08-01 20:05,KALO 012005Z AUTO 10005KT 10SM CLR 28/16 A3017 RMK T02800160 MADISHF
ALO,2019-08-01 20:10,KALO 012010Z AUTO 10007KT 10SM CLR 28/15 A3017 RMK T02800150 MADISHF
ALO,2019-08-01 20:15,KALO 012015Z AUTO 00000KT 10SM CLR 28/16 A3015 RMK T02800160 MADISHF
ALO,2019-08-01 20:20,KALO 012020Z AUTO 07005KT 10SM CLR 28/16 A3015 RMK T02800160 VRB05KT  MADISHF
ALO,2019-08-01 20:25,KALO 012025Z AUTO 11007KT 10SM CLR 28/16 A3015 RMK T02800160 MADISHF
ALO,2019-08-01 20:30,KALO 012030Z AUTO 08007KT 10SM CLR 28/16 A3015 RMK T02800160 MADISHF
ALO,2019-08-01 20:35,KALO 012035Z AUTO 05004KT 10SM CLR 28/16 A3015 RMK T02800160 MADISHF
ALO,2019-08-01 20:40,KALO 012040Z AUTO 09004KT 10SM CLR 28/16 A3015 RMK T02800160 MADISHF
ALO,2019-08-01 20:45,KALO 012045Z AUTO 09005KT 10SM CLR 29/16 A3014 RMK T02900160 MADISHF
ALO,2019-08-01 20:50,KALO 012050Z AUTO 05005KT 10SM CLR 29/16 A3014 RMK T02900160 MADISHF
ALO,2019-08-01 20:54,KALO 012054Z AUTO VRB06KT 10SM CLR 29/16 A3015 RMK AO2 SLP206 T02890161 57016
ALO,2019-08-01 20:55,KALO 012055Z AUTO 10009KT 10SM CLR 29/16 A3014 RMK T02900160 MADISHF
ALO,2019-08-01 21:00,KALO 012100Z AUTO 07004KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:05,KALO 012105Z AUTO 08005KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:10,KALO 012110Z AUTO 09005KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:15,KALO 012115Z AUTO 10005KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:20,KALO 012120Z AUTO 08005KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:25,KALO 012125Z AUTO 04007KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:30,KALO 012130Z AUTO 09007KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:35,KALO 012135Z AUTO 05008KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:40,KALO 012140Z AUTO 03007KT 10SM CLR 29/16 A3014 RMK T02900160 MADISHF
ALO,2019-08-01 21:45,KALO 012145Z AUTO 06008KT 10SM CLR 29/16 A3014 RMK T02900160 MADISHF
ALO,2019-08-01 21:50,KALO 012150Z AUTO 08007KT 10SM CLR 28/16 A3014 RMK T02800160 MADISHF
ALO,2019-08-01 21:54,KALO 012154Z AUTO 08007KT 10SM CLR 28/16 A3015 RMK AO2 SLP204 T02780161
ALO,2019-08-01 21:55,KALO 012155Z AUTO 09007KT 10SM CLR 28/17 A3014 RMK T02800170 MADISHF
ALO,2019-08-01 22:00,KALO 012200Z AUTO 05005KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:05,KALO 012205Z AUTO 09005KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:10,KALO 012210Z AUTO 06007KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:15,KALO 012215Z AUTO 08007KT 10SM CLR 28/17 A3013 RMK T02800170 MADISHF
ALO,2019-08-01 22:20,KALO 012220Z AUTO 09007KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:25,KALO 012225Z AUTO 08007KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:30,KALO 012230Z AUTO 07008KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:35,KALO 012235Z AUTO 08005KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:40,KALO 012240Z AUTO 10005KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:45,KALO 012245Z AUTO 07005KT 10SM CLR 28/17 A3013 RMK T02800170 MADISHF
ALO,2019-08-01 22:50,KALO 012250Z AUTO 06005KT 10SM CLR 28/16 A3013 RMK T02800160 MADISHF
ALO,2019-08-01 22:54,KALO 012254Z AUTO 06007KT 10SM CLR 28/16 A3014 RMK AO2 SLP202 T02780161
ALO,2019-08-01 22:55,KALO 012255Z AUTO 06007KT 10SM CLR 28/17 A3013 RMK T02800170 MADISHF
ALO,2019-08-01 23:00,KALO 012300Z AUTO 06005KT 10SM CLR 28/17 A3013 RMK T02800170 MADISHF
ALO,2019-08-01 23:05,KALO 012305Z AUTO 08004KT 10SM CLR 27/16 A3013 RMK T02700160 MADISHF
ALO,2019-08-01 23:10,KALO 012310Z AUTO 07005KT 10SM CLR 27/17 A3013 RMK T02700170 MADISHF
ALO,2019-08-01 23:15,KALO 012315Z AUTO 08005KT 10SM CLR 27/16 A3013 RMK T02700160 MADISHF
ALO,2019-08-01 23:20,KALO 012320Z AUTO 08005KT 10SM CLR 27/16 A3013 RMK T02700160 MADISHF
ALO,2019-08-01 23:25,KALO 012325Z AUTO 10005KT 10SM CLR 27/16 A3013 RMK T02700160 MADISHF
ALO,2019-08-01 23:30,KALO 012330Z AUTO 09005KT 10SM CLR 27/16 A3013 RMK T02700160 MADISHF
ALO,2019-08-01 23:35,KALO 012335Z AUTO 09004KT 10SM CLR 27/16 A3013 RMK T02700160 MADISHF
ALO,2019-08-01 23:40,KALO 012340Z AUTO 09005KT 10SM CLR 27/17 A3012 RMK T02700170 MADISHF
ALO,2019-08-01 23:45,KALO 012345Z AUTO 09005KT 10SM CLR 27/17 A3012 RMK T02700170 MADISHF
ALO,2019-08-01 23:50,KALO 012350Z AUTO 11005KT 10SM CLR 27/16 A3012 RMK T02700160 MADISHF
ALO,2019-08-01 23:54,KALO 012354Z AUTO 10005KT 10SM CLR 27/16 A3013 RMK AO2 SLP200 T02670161 10289 20267 56006
ALO,2019-08-01 23:55,KALO 012355Z AUTO 09005KT 10SM CLR 27/17 A3012 RMK T02700170 MADISHF